id,标题,内容,作者,平台,发布时间,发布时间戳,URL,情感,评论数,转发数,点赞数,来源,IP属地,命中关键词,行业类型
5281923905619010,#钧正平点评逐玉#钧正平工作室对《逐玉》中“粉底液将军”形象的批评，直指当下古装剧创作的审美偏差与价值导向问题。剧中武将妆容精致、过度柔化，消解了军人应有的阳刚血性，偏离了历史真实与民族尚武精神的文化认同。 这并非对“颜值审美”的否定，而是对文艺创作社会责任的警醒：古偶可以追求视觉美感，但不能以消解职业身份的核心特质为代价。将军形象的“美颜化”，本质是...,#钧正平点评逐玉#钧正平工作室对《逐玉》中“粉底液将军”形象的批评，直指当下古装剧创作的审美偏差与价值导向问题。剧中武将妆容精致、过度柔化，消解了军人应有的阳刚血性，偏离了历史真实与民族尚武精神的文化认同。这并非对“颜值审美”的否定，而是对文艺创作社会责任的警醒：古偶可以追求视觉美感，但不能以消解职业身份的核心特质为代价。将军形象的“美颜化”，本质是流量逻辑对历史厚重感的稀释，也容易误导大众对军人风骨的认知。事件引发的全网讨论，再次凸显了文艺创作需在审美多元与价值坚守间找到平衡，不能让“精致”取代“风骨”，让流量遮蔽真实。,离续归9,微博,2026-03-29 21:50:55,1774792255000,http://weibo.com/8013432668/QyndknzLc,中性,12,0,13,新浪,山东省,文艺创作;风骨;精致,军事
5281792485229694,#逐玉 庆功宴#网传《逐玉》庆功宴取消引发热议，但官方从未正式宣布该活动，结合剧集深陷舆论风波与粉丝期待落空的双重矛盾，事件核心实为一场由非官方消息引发的“罗生门”。 一、庆功宴是否真实存在？ 官方未官宣，活动真实性存疑 所有关于“3月27日举办庆功宴”的爆料均出自非官方渠道（如黄牛、营销号），剧组、播出平台及主演工作室从未发布通告。多位演员行程与爆料地点矛盾（如孔雪儿当日在北京），且张凌赫团队早...,#逐玉庆功宴#网传《逐玉》庆功宴取消引发热议，但官方从未正式宣布该活动，结合剧集深陷舆论风波与粉丝期待落空的双重矛盾，事件核心实为一场由非官方消息引发的“罗生门”。一、庆功宴是否真实存在？官方未官宣，活动真实性存疑所有关于“3月27日举办庆功宴”的爆料均出自非官方渠道（如黄牛、营销号），剧组、播出平台及主演工作室从未发布通告。多位演员行程与爆料地点矛盾（如孔雪儿当日在北京），且张凌赫团队早在3月20日便明确否认该安排。3月27日当天，剧组持续拍摄至深夜，无任何公开活动记录。取消传闻缺乏依据所谓“取消”本质是网友对网传消息未实现的误读。据行业惯例，庆功宴通常于剧集全集播出后举办（《逐玉》正式收官日为3月30日），提前庆功不符合常规流程。二、舆论风波成关注焦点官媒批评触发连锁反应3月27日，钧正平工作室发文批评古装剧中“涂脂抹粉的将军”形象消解阳刚精神，矛头直指《逐玉》男主角“粉底液将军”妆容（战场带妆、缺乏杀伐气）。同日浙江宣传亦点评该现象，质疑其误导青少年历史观，网友推测剧组为避免争议升级选择低调。剧集争议持续发酵除妆容问题外，剧中历史常识错误引发广泛批评：女主樊长玉在圣旨宣读时离场吃卤肉；男主谢征割传旨太监耳朵、威胁皇帝等情节被批“亵渎历史逻辑”；战斗场面被指“儿戏化”，十万大军对决拍成百人械斗。三、数据争议与口碑撕裂播放量与评分两极分化平台战报宣称“双平台热度破万”，但豆瓣评分仅6.2分，云合市占率最高11%，被质疑数据注水。官媒曾点名批评其“唯数据论”倾向，呼吁行业回归创作本质。意外“出圈”的黑色幽默剧集实际捧红的是“未参演的何润东”——网友将其在《风云》《那年花开月正圆》中的武将角色剪辑成“逐玉版”，与剧中形象形成讽刺对比，调侃“上亿投资捧红局外人”。,满杯珍珠加奶茶,微博,2026-03-29 13:08:42,1774760922000,http://weibo.com/6105560247/QyjNmlWtU,负面,11,0,0,新浪,浙江省,庆功宴;剧组;爆料,食品
5279613209282115,#何润东演的项羽#2026年3月，现象级爆款剧《逐玉》播出后，剧中张凌赫饰演的“武安侯谢征”因精致妆容、华美盔甲被调侃为“粉底液将军”，而何润东在《楚汉传奇》（2012年）中的项羽形象则被频繁用作对比素材。网友制作的对比视频强调： 何润东版：战马嘶鸣、沙尘漫天，重甲披身、面容带汗，从血海中杀出的霸气呼之欲出，骑马姿态被形容为“骑的是我要杀”； 张凌赫版...,#何润东演的项羽#2026年3月，现象级爆款剧《逐玉》播出后，剧中张凌赫饰演的“武安侯谢征”因精致妆容、华美盔甲被调侃为“粉底液将军”，而何润东在《楚汉传奇》（2012年）中的项羽形象则被频繁用作对比素材。网友制作的对比视频强调：何润东版：战马嘶鸣、沙尘漫天，重甲披身、面容带汗，从血海中杀出的霸气呼之欲出，骑马姿态被形容为“骑的是我要杀”；张凌赫版：侧重鲜衣怒马的少年美感，镜头以近景堆砌为主，被批“华而不实、插两根天线生怕敌人找不到”。这种反差使“何润东演的项羽”单日阅读量破亿，相关二创视频霸屏短视频平台,爱妃请叫我皇上,微博,2026-03-23 12:49:02,1774241342000,http://weibo.com/7801393869/Qxp6oCWHx,中性,10,0,0,新浪,江西省,何润东;项羽;张凌赫,
5279795690604449,#张凌赫为什么被称为粉底液将军了# 张凌赫被称为“粉底液将军”，源于其在热播古装剧《逐玉》中饰演的武将角色因妆容精致、造型脱离历史感引发争议，网友将其与传统硬朗武将形象对比后，创作出这一调侃性称号,#张凌赫为什么被称为粉底液将军了#张凌赫被称为“粉底液将军”，源于其在热播古装剧《逐玉》中饰演的武将角色因妆容精致、造型脱离历史感引发争议，网友将其与传统硬朗武将形象对比后，创作出这一调侃性称号,萌歪小元,微博,2026-03-24 00:54:09,1774284849000,http://weibo.com/6559582230/QxtQJ2xfb,中性,10,0,5,新浪,福建省,武将;张凌赫;将军,
5281816220533145,主要还是现在全世界无时无刻不在意识形态战争 所以粉底液将军也成了意识形态问题 乱世之局呀～,主要还是现在全世界无时无刻不在意识形态战争所以粉底液将军也成了意识形态问题乱世之局呀～,南小小小音,微博,2026-03-29 14:43:01,1774766581000,http://weibo.com/3980465578/QykpE2eH7,中性,9,0,40,新浪,北京市,意识形态问题;将军;乱世,
5281750234432112,动动 此条20抽带月,动动此条20抽带月,允许你叫我适适控,微博,2026-03-29 10:20:48,1774750848000,http://weibo.com/7978572032/QyiHdiAZG,中性,9,0,1,新浪,黑龙江省,粉底液将军,
5282914896970857,徐正清根本没上粉底,徐正清根本没上粉底,小金鱼不吃魚吧啦,微博,2026-04-01 15:28:46,1775028526000,http://weibo.com/7647306846/QyMZHtfrb,中性,8,1,6,新浪,广东省,正清,
5281807543042981,#没必要发明粉底液将军这样恶毒的词#“粉底液将军”这一网络标签的争议，本质是观众对影视创作逻辑割裂、审美多元性与性别标签滥用的集体反思，其背后涉及角色真实性、文化传统与舆论表达边界的多重碰撞。,#没必要发明粉底液将军这样恶毒的词#“粉底液将军”这一网络标签的争议，本质是观众对影视创作逻辑割裂、审美多元性与性别标签滥用的集体反思，其背后涉及角色真实性、文化传统与舆论表达边界的多重碰撞。,心动吉他小狗_,微博,2026-03-29 14:08:32,1774764512000,http://weibo.com/7655077643/QykbEcLCl,中性,8,0,8,新浪,浙江省,影视创作;将军;多元性,
5274235287374177,谢征日常：在受伤，刚受伤，又要受伤😬#逐玉#,谢征日常：在受伤，刚受伤，又要受伤😬#逐玉#,张凌赫z,微博,2026-03-08 16:39:06,1772959146000,http://weibo.com/7051114584/Qv9ckuWml,中性,605,110,3253,新浪,浙江省,受伤;谢征,
5278171449786824,#午间话题#：#国产剧捡男人文学#，你最想捡谁？[开学季] 《沉香如屑》玄夜@成毅 《逐玉》谢征@张凌赫z 《长相思》涂山璟@邓为D 《三生三世十里桃花》夜华@趙又廷 《玉茗茶骨》陆江来@侯明昊 《长月烬明》冥夜@罗云熙Leo 《招摇》墨青@许凯soso 《东宫》李承鄞@陈星旭--CHEN先生 《与晋长安》...,#午间话题#：#国产剧捡男人文学#，你最想捡谁？[开学季]《沉香如屑》玄夜@成毅《逐玉》谢征@张凌赫z《长相思》涂山璟@邓为D《三生三世十里桃花》夜华@趙又廷《玉茗茶骨》陆江来@侯明昊《长月烬明》冥夜@罗云熙Leo《招摇》墨青@许凯soso《东宫》李承鄞@陈星旭--CHEN先生《与晋长安》晋安@丞磊,新浪娱乐,微博,2026-03-19 13:20:00,1773897600000,http://weibo.com/1642591402/QwNAYF400,中性,384,10,5448,新浪,,涂山;沉香;东宫,文化
5282228218104007,今天是《逐玉》收官的日子。看到很多人说因为看了《逐玉》而感到温暖、收获好心情，真的很开心我们的作品能带来这样的感受。 这段时间和大家一起看《逐玉》，跟着谢征，我好像又回到了飘雪的西固巷。看乡里乡亲热闹地过日子、被那只可爱又笨拙的海东青逗笑，这实实在在的日子朴素、却暖和。 至于谢征，他和父亲一样，成为了守护家...,今天是《逐玉》收官的日子。看到很多人说因为看了《逐玉》而感到温暖、收获好心情，真的很开心我们的作品能带来这样的感受。这段时间和大家一起看《逐玉》，跟着谢征，我好像又回到了飘雪的西固巷。看乡里乡亲热闹地过日子、被那只可爱又笨拙的海东青逗笑，这实实在在的日子朴素、却暖和。至于谢征，他和父亲一样，成为了守护家国、忠勇正直坦荡的人；也会在梦里，听到母亲笑眼盈盈地喊自己“征儿”。更幸运的是，他和父母亲一样，遇到了自己想守护一生的人。谢谢喜欢《逐玉》、喜欢谢征的你们。希望大家以后想到《逐玉》，都好似重回林安，心生温暖。谢谢所有的合作同事，感谢每一位一起努力的大家[心]。#逐玉今日收官#,张凌赫z,微博,2026-03-30 18:00:09,1774864809000,http://weibo.com/7051114584/Qyv89y0dN,正面,140,23,430,新浪,浙江省,谢征;收官;林安,
5278169852543136,#张凌赫杂志# 张凌赫穿粉丝色的权威我后知后觉🥵 有这样一张脸拿什么输……恰到好处的慵懒惬意……落难少爷的矜贵是一种感觉……… 张凌赫杂志时尚表现力这块完全是一骑绝尘！！！ 你敢信这是逐玉里铠甲之下压迫感拉满的武安侯谢征</fo...,#张凌赫杂志#张凌赫穿粉丝色的权威我后知后觉🥵有这样一张脸拿什么输……恰到好处的慵懒惬意……落难少爷的矜贵是一种感觉………张凌赫杂志时尚表现力这块完全是一骑绝尘！！！你敢信这是逐玉里铠甲之下压迫感拉满的武安侯谢征[捂嘴哭][捂嘴哭][捂嘴哭]反差感这块完全拿捏！！！#逐玉26集封神#,酥酥尖叫姬,微博,2026-03-19 13:13:38,1773897218000,http://weibo.com/2625070633/QwNypaFAk,正面,139,147,839,新浪,北京市,张凌赫;铠甲;少爷,食品
5282228193460285,【心有所巷】#逐玉今日收官# 当尘事烟消云散，西固巷的烟火重聚，谢征站在巷口望着骑马归来的樊长玉，他们还是亦如从前那般。#逐玉# @腾讯视频 @爱奇艺 今日收官！ 领衔主演：@张凌赫z @田曦薇 （排名不分先后） [网剧逐玉的微博视频](http://t.cn/AXIfAgVo),【心有所巷】#逐玉今日收官#当尘事烟消云散，西固巷的烟火重聚，谢征站在巷口望着骑马归来的樊长玉，他们还是亦如从前那般。#逐玉#@腾讯视频@爱奇艺今日收官！领衔主演：@张凌赫z@田曦薇（排名不分先后）[网剧逐玉的微博视频](http://t.cn/AXIfAgVo),网剧逐玉,微博,2026-03-30 18:00:02,1774864802000,http://weibo.com/7967655953/Qyv87ewb3,中性,133,6,79,新浪,北京市,收官;视频;爱奇艺,科技
5275385214276945,#逐玉# 这里有两个人摆pose很萌！来🥝看谢征@张凌赫z 樊长玉@田曦薇 （排名不分先后）啊[憧憬] #爱撩现场# [爱奇艺的微博视频](http://t.cn/AXVOf1sa),#逐玉#这里有两个人摆pose很萌！来🥝看谢征@张凌赫z樊长玉@田曦薇（排名不分先后）啊[憧憬]#爱撩现场#[爱奇艺的微博视频](http://t.cn/AXVOf1sa),爱奇艺,微博,2026-03-11 20:48:30,1773233310000,http://weibo.com/1731986465/QvD73hWCZ,正面,84,2,163,新浪,,pose;爱奇艺;田曦薇,
5276908145084353,#张凌赫#zlh#张凌赫谢征# 你的名字只有三个字，虽构不成一句话，但已经装满了我的心。@张凌赫z,#张凌赫#zlh#张凌赫谢征#你的名字只有三个字，虽构不成一句话，但已经装满了我的心。@张凌赫z,与海-张凌赫你不用回我,微博,2026-03-16 01:40:05,1773596405000,http://weibo.com/6325076344/QwgJolkFH,中性,81,0,88,新浪,河南省,张凌赫;谢征;名字,
5274169676924102,#张凌赫[超话]# ▾ #张凌赫谢征# 「赫影放映厅」🎥 执剑战群枉，持杖破浊尘。这次，按谢征@张凌赫z 的规矩来！今晚18:00，#逐玉# 继续相见。,#张凌赫[超话]#▾#张凌赫谢征#「赫影放映厅」🎥执剑战群枉，持杖破浊尘。这次，按谢征@张凌赫z的规矩来！今晚18:00，#逐玉#继续相见。,张凌赫工作室official,微博,2026-03-08 12:18:23,1772943503000,http://weibo.com/7831110265/Qv7uvt3h4,正面,72,50,482,新浪,北京市,张凌赫;赫影;谢征,
5276981320221201,这个谢征就这样帅的无可挑剔吗？#张凌赫[超话]#,这个谢征就这样帅的无可挑剔吗？#张凌赫[超话]#,是小田啊aaa,微博,2026-03-16 06:30:51,1773613851000,http://weibo.com/7947596014/QwiDq0VxL,中性,67,23,92,新浪,湖南省,张凌赫;谢征;挑剔,
5279623541952861,真的很在意啊,真的很在意啊,害怕狐狸的骆驼,微博,2026-03-23 13:30:06,1774243806000,http://weibo.com/6439201314/Qxpn48c1L,中性,62,1,508,新浪,新加坡,在意,
5280777881518954,#逐玉这段完全当代追星现状#哈哈哈哈哈哈我们谢征哥哥那真是天上的明月，是即便流落市井也掩不住风华的武安侯！那张脸就是神迹，清冷、破碎、运筹帷幄，每一帧都美到让人窒息。看剧只想盯我哥的脸就够了~,#逐玉这段完全当代追星现状#哈哈哈哈哈哈我们谢征哥哥那真是天上的明月，是即便流落市井也掩不住风华的武安侯！那张脸就是神迹，清冷、破碎、运筹帷幄，每一帧都美到让人窒息。看剧只想盯我哥的脸就够了~,王德兰花指,微博,2026-03-26 17:57:02,1774519022000,http://weibo.com/2420956884/QxToU6n9g,中性,62,61,65,新浪,,风华;神迹;武安,
5275385273258897,#张凌赫[超话]# ▾ #张凌赫谢征# 热血征途，锐不可当！#逐玉# 爱奇艺热度破1️⃣0️⃣0️⃣0️⃣0️⃣。谢征@张凌赫z 初心如炬，策马前行！感谢大家一路的支持与厚爱！,#张凌赫[超话]#▾#张凌赫谢征#热血征途，锐不可当！#逐玉#爱奇艺热度破1️⃣0️⃣0️⃣0️⃣0️⃣。谢征@张凌赫z初心如炬，策马前行！感谢大家一路的支持与厚爱！,张凌赫工作室official,微博,2026-03-11 20:48:44,1773233324000,http://weibo.com/7831110265/QvD79dFMR,正面,59,15,272,新浪,北京市,张凌赫;爱奇艺;策马,
5279057415774693,#张凌赫谢征#·#张凌赫逐玉# ✅target：10000‌（张凌赫谢征专属̳盖̳楼̳） ⚠️内̳赞̳目̳标̳一̳万̳！̳内̳赞̳目̳标̳一̳万̳！̳ ♦️百度键盘选择“盖̳楼̳文̳案̳-̳谢征微博盖楼̳” ❤️‍...,#张凌赫谢征#·#张凌赫逐玉#✅target：10000‌（张凌赫谢征专属̳盖̳楼̳）⚠️内̳赞̳目̳标̳一̳万̳！̳内̳赞̳目̳标̳一̳万̳！̳♦️百度键盘选择“盖̳楼̳文̳案̳-̳谢征微博盖楼̳”❤️‍🔥晚间盖帖来咯有时间的小核桃循环做🆘🩷为了带动大家做📖🍊的氛围和积极性以后00:00和18:00都会发布超话盖帖🥰请每一位小核桃一起努力加油加油👏🏻,张凌赫核桃工坊,微博,2026-03-22 00:00:31,1774108831000,http://weibo.com/7512883811/QxaDXoegd,中性,53,0,26,新浪,浙江省,张凌赫;谢征;加油,食品;科技
5280306324051076,#张凌赫谢征#原来当年何润东之前也被嘲过，现在大家又夸上了？是审美降级呢还是为了辣菜别人尬夸！时代变了大家的喜欢都变了？很多人不见得真正的喜欢他，只是想用他来踩[张凌赫谢征](http://t.cn/AXfuqqi7) ！,#张凌赫谢征#原来当年何润东之前也被嘲过，现在大家又夸上了？是审美降级呢还是为了辣菜别人尬夸！时代变了大家的喜欢都变了？很多人不见得真正的喜欢他，只是想用他来踩[张凌赫谢征](http://t.cn/AXfuqqi7)！,低调转身的少年,微博,2026-03-25 10:43:14,1774406594000,http://weibo.com/7650628161/QxH8kgZRW,负面,51,3,997,新浪,北京市,张凌赫;何润东;降级,
5276898129346992,#张凌赫[超话]# ZLH#张凌赫谢征# 只愿你喜笑颜开@张凌赫z ｜,#张凌赫[超话]#ZLH#张凌赫谢征#只愿你喜笑颜开@张凌赫z｜,嘉年许浮华,微博,2026-03-16 01:00:17,1773594017000,http://weibo.com/6613297236/QwgteDdzW,正面,50,3,51,新浪,浙江省,张凌赫;谢征;喜笑颜开,
5276897870873450,#张凌赫[超话]#zlh#张凌赫逐玉#zlh #张凌赫谢征 ﻿# 想你一次，星星就好像多了一颗的样子，你看，现在的星星都布满天空了。 @张凌赫z,#张凌赫[超话]#zlh#张凌赫逐玉#zlh#张凌赫谢征﻿#想你一次，星星就好像多了一颗的样子，你看，现在的星星都布满天空了。@张凌赫z,等下就见赫和祎,微博,2026-03-16 00:59:14,1773593954000,http://weibo.com/5643707349/QwgsP3FdU,正面,50,5,47,新浪,广东省,张凌赫;谢征;天空,
5276898189116444,#张凌赫# |#张凌赫谢征 ﻿# “用你那枯萎玫瑰的爱意 生生野草的不息 抵抗着全世界来继续爱你”@张凌赫z 张凌赫｜张凌赫蒋峤西｜张凌赫...,#张凌赫#|#张凌赫谢征﻿#“用你那枯萎玫瑰的爱意生生野草的不息抵抗着全世界来继续爱你”@张凌赫z张凌赫｜张凌赫蒋峤西｜张凌赫樱桃琥珀｜张凌赫谢征｜蒋峤西｜谢征｜张凌赫慕容清峄|张凌赫这一秒过火🔥,HanaY__,微博,2026-03-16 01:00:31,1773594031000,http://weibo.com/6055577677/QwgtkCfBq,正面,50,0,52,新浪,河南省,张凌赫;琥珀;爱意,
5277412608706584,#张凌赫回复谢征# 太护角了！角色号写“爱我狼狈的心”，张凌赫亲自下场纠正：她爱的是狼狈时期的我，我回馈的是赤诚真心。还补了剧中台词“莫学军师，风雨无廊亭”，坚守谢征战神内核，不搞矫情破碎感，演员比官方更懂角色，这波...,#张凌赫回复谢征#太护角了！角色号写“爱我狼狈的心”，张凌赫亲自下场纠正：她爱的是狼狈时期的我，我回馈的是赤诚真心。还补了剧中台词“莫学军师，风雨无廊亭”，坚守谢征战神内核，不搞矫情破碎感，演员比官方更懂角色，这波细节控狠狠圈粉。[废话输出三千句的微博视频](http://t.cn/AXfwlPdX),废话输出三千句,微博,2026-03-17 11:04:38,1773716678000,http://weibo.com/6163914027/QwtR2AwYM,正面,50,53,53,新浪,河北省,张凌赫;废话;角色,
5276898299217475,#张凌赫# |#张凌赫谢征# 你就好像是上品的西湖龙井，那种泼淡的苦涩，是你的成熟，越品你越有味道。@张凌赫z 张凌赫｜张凌赫蒋峤西｜张凌...,#张凌赫#|#张凌赫谢征#你就好像是上品的西湖龙井，那种泼淡的苦涩，是你的成熟，越品你越有味道。@张凌赫z张凌赫｜张凌赫蒋峤西｜张凌赫樱桃琥珀｜张凌赫谢征｜蒋峤西｜谢征｜张凌赫慕容清峄|张凌赫这一秒过火🔥,HanaY__,微博,2026-03-16 01:00:57,1773594057000,http://weibo.com/6055577677/QwgtvCFSX,正面,49,0,55,新浪,河南省,张凌赫;西湖龙井;琥珀,
5276899874180442,#一键加入武安侯谢征追剧营#zlh#超话星动联产季#zlh#追剧名场面存档中#zlh#张凌赫# 救我于此，弃我于此 樊长玉，这个谢征，你不要我可就领回家咯（我也要有属于自己的小狗咯[嘻嘻][嘻嘻][嘻嘻]@张凌赫z ...,#一键加入武安侯谢征追剧营#zlh#超话星动联产季#zlh#追剧名场面存档中#zlh#张凌赫#救我于此，弃我于此樊长玉，这个谢征，你不要我可就领回家咯（我也要有属于自己的小狗咯[嘻嘻][嘻嘻][嘻嘻]@张凌赫z@张凌赫工作室official,小米佑佑yuyu,微博,2026-03-16 01:07:13,1773594433000,http://weibo.com/7419379769/Qwgw3hxwu,中性,47,4,53,新浪,浙江省,张凌赫;嘻嘻;谢征,
5276822623486112,#张凌赫[超话]# ▾ #张凌赫谢征# 「赫影放映厅」🎥 烈风呼啸，眼神戒备。挡劈刺挑，行云流水。武安侯@张凌赫z 战斗力超长待机，执缰握缨，驰飒如风！🐎#逐玉# [张凌赫工作室official的微博视频](ht...,#张凌赫[超话]#▾#张凌赫谢征#「赫影放映厅」🎥烈风呼啸，眼神戒备。挡劈刺挑，行云流水。武安侯@张凌赫z战斗力超长待机，执缰握缨，驰飒如风！🐎#逐玉#[张凌赫工作室official的微博视频](http://t.cn/AXVkbvCA),张凌赫工作室official,微博,2026-03-15 20:00:14,1773576014000,http://weibo.com/7831110265/QwevseCTC,正面,43,19,196,新浪,北京市,张凌赫;超长待机;烈风,
5275622273450467,#张凌赫[超话]# ▾ #张凌赫谢征# 武安候谢征@张凌赫z 线下限定专属痛楼已上线！一起加入武安候追剧营，与谢征线上看#逐玉# ，线下赏风华！欢迎大家前往打卡[努力]#...,#张凌赫[超话]#▾#张凌赫谢征#武安候谢征@张凌赫z线下限定专属痛楼已上线！一起加入武安候追剧营，与谢征线上看#逐玉#，线下赏风华！欢迎大家前往打卡[努力]#一键加入武安侯谢征追剧营#,张凌赫工作室official,微博,2026-03-12 12:30:29,1773289829000,http://weibo.com/7831110265/QvJhpetCH,中性,42,10,187,新浪,北京市,张凌赫;武安;谢征,
5276954142179560,#张凌赫[超话]# zlh #张凌赫谢征 ﻿# 月色和雪色之间，你是第三种绝色 ——余光中@张凌赫z,#张凌赫[超话]#zlh#张凌赫谢征﻿#月色和雪色之间，你是第三种绝色——余光中@张凌赫z,到底是怎么样啦,微博,2026-03-16 04:42:51,1773607371000,http://weibo.com/7970532204/QwhVA990c,中性,42,7,1,新浪,澳大利亚,张凌赫;余光中;绝色,
